nprobe,Precision@K,MRR,AvgQueryTime_ms,QueriesUsed
1,0.9059999999999999,0.9502083333333333,0.019487738609313965,400
2,0.9152499999999999,0.9552916666666667,0.019707679748535156,400
5,0.91525,0.9564999999999999,0.03197073936462402,400
10,0.9142500000000001,0.9575833333333335,0.04390060901641846,400
20,0.9135,0.95625,0.07517099380493164,400
